Time(us),Sensor 1,Sensor 2
4445,0.03,0.04
4446,0.07,0.04
4447,0.06,0.03
4448,0.06,0.03
4449,0.05,0.03
4450,0.05,0.03
4451,0.06,0.03
4452,0.08,0.03
4453,0.06,0.03
4454,0.08,0.03
4455,0.08,0.03
4456,0.13,0.04
4457,0.14,0.03
4458,0.11,0.03
4459,0.10,0.03
4460,0.06,0.02
4461,0.05,0.03
4462,0.02,0.03
4463,0.00,0.02
4464,0.00,0.02
4465,0.00,0.03
4466,0.00,0.03
4467,0.01,0.03
4468,0.02,0.03
4469,0.00,0.02
4470,0.00,0.02
4471,0.00,0.03
4472,0.05,0.03
4473,0.10,0.03
4474,0.13,0.03
4475,0.15,0.03
4476,0.15,0.03
4477,0.16,0.03
4478,0.13,0.03
4479,0.09,0.02
4480,0.04,0.02
4481,0.00,0.02
4482,0.00,0.02
4483,0.01,0.03
4484,0.06,0.04
4485,0.11,0.03
4486,0.10,0.03
4487,0.09,0.02
4488,0.08,0.03
4489,0.08,0.03
4490,0.07,0.04
4491,0.05,0.03
4492,0.02,0.03
4493,0.00,0.02
4494,0.00,0.03
4495,0.00,0.03
4496,0.00,0.03
4497,0.00,0.03
4498,0.00,0.03
4499,0.00,0.03
4500,0.00,0.03
4501,0.00,0.02
4502,0.00,0.03
4503,0.01,0.03
4504,0.07,0.04
4505,0.13,0.04
4506,0.15,0.03
4507,0.18,0.03
4508,0.16,0.03
4509,0.16,0.03
4510,0.15,0.03
4511,0.10,0.02
4512,0.09,0.03
4513,0.10,0.02
4514,0.13,0.04
4515,0.13,0.03
4516,0.15,0.03
4517,0.15,0.03
4518,0.15,0.03
4519,0.12,0.03
4520,0.07,0.03
4521,0.04,0.02
4522,0.02,0.03
4523,0.00,0.03
4524,0.00,0.02
4525,0.00,0.03
4526,0.00,0.03
4527,0.00,0.03
4528,0.00,0.03
4529,0.01,0.04
4530,0.02,0.03
4531,0.02,0.03
4532,0.02,0.03
4533,0.01,0.02
4534,0.02,0.04
4535,0.04,0.03
4536,0.05,0.03
4537,0.05,0.03
4538,0.05,0.02
4539,0.04,0.03
4540,0.01,0.02
4541,0.02,0.03
4542,0.00,0.02
4543,0.00,0.03
4544,0.04,0.03
4545,0.06,0.03
4546,0.05,0.03
4547,0.05,0.03
4548,0.01,0.03
4549,0.00,0.02
4550,0.00,0.03
4551,0.00,0.03
4552,0.00,0.03
4553,0.00,0.03
4554,0.00,0.02
4555,0.00,0.03
4556,0.00,0.03
4557,0.00,0.03
4558,0.00,0.03
4559,0.00,0.03
4560,0.00,0.03
4561,0.00,0.03
4562,0.00,0.03
4563,0.00,0.02
4564,0.00,0.03
4565,0.00,0.03
4566,0.03,0.03
4567,0.06,0.04
4568,0.07,0.03
4569,0.08,0.02
4570,0.15,0.04
4571,0.15,0.03
4572,0.11,0.03
4573,0.10,0.02
4574,0.06,0.03
4575,0.00,0.02
4576,0.00,0.02
4577,0.00,0.03
4578,0.03,0.04
4579,0.10,0.04
4580,0.15,0.03
4581,0.16,0.03
4582,0.18,0.03
4583,0.16,0.03
4584,0.15,0.03
4585,0.13,0.03
4586,0.10,0.03
4587,0.10,0.03
4588,0.13,0.03
4589,0.13,0.03
4590,0.11,0.03
4591,0.08,0.03
4592,0.04,0.03
4593,0.00,0.02
4594,0.00,0.02
4595,0.00,0.03
4596,0.02,0.04
4597,0.01,0.03
4598,0.00,0.02
4599,0.00,0.03
4600,0.00,0.03
4601,0.00,0.03
4602,0.00,0.03
4603,0.01,0.03
4604,0.00,0.03
4605,0.00,0.02
4606,0.00,0.03
4607,0.00,0.02
4608,0.00,0.03
4609,0.00,0.03
4610,0.03,0.03
4611,0.05,0.03
4612,0.03,0.02
4613,0.00,0.02
4614,0.00,0.03
4615,0.03,0.03
4616,0.10,0.04
4617,0.15,0.03
4618,0.16,0.04
4619,0.18,0.03
4620,0.20,0.04
4621,0.23,0.03
4622,0.23,0.03
4623,0.20,0.02
4624,0.15,0.03
4625,0.05,0.02
4626,0.00,0.02
4627,0.02,0.04
4628,0.10,0.04
4629,0.15,0.04
4630,0.18,0.03
4631,0.20,0.03
4632,0.20,0.03
4633,0.20,0.03
4634,0.15,0.02
4635,0.11,0.03
4636,0.06,0.02
4637,0.00,0.02
4638,0.00,0.02
4639,0.00,0.02
4640,0.05,0.04
4641,0.11,0.04
4642,0.18,0.03
4643,0.25,0.04
4644,0.26,0.02
4645,0.21,0.03
4646,0.31,0.02
4647,0.41,0.05
4648,0.20,0.03
4649,0.24,0.02
4650,0.20,0.02
4651,0.15,0.02
4652,0.13,0.03
4653,0.09,0.02
4654,0.08,0.03
4655,0.04,0.03
4656,0.03,0.03
4657,0.03,0.03
4658,0.01,0.03
4659,0.00,0.03
4660,0.00,0.02
4661,0.00,0.03
4662,0.00,0.02
4663,0.00,0.03
4664,0.00,0.03
4665,0.00,0.03
4666,0.03,0.03
4667,0.07,0.04
4668,0.13,0.04
4669,0.20,0.03
4670,0.25,0.04
4671,0.31,0.04
4672,0.31,0.03
4673,0.31,0.02
4674,0.31,0.03
4675,0.26,0.02
4676,0.21,0.02
4677,0.16,0.02
4678,0.13,0.03
4679,0.08,0.02
4680,0.06,0.03
4681,0.07,0.03
4682,0.10,0.03
4683,0.10,0.03
4684,0.07,0.03
4685,0.00,0.02
4686,0.00,0.03
4687,0.06,0.04
4688,0.10,0.04
4689,0.11,0.04
4690,0.11,0.04
4691,0.10,0.03
4692,0.09,0.02
4693,0.10,0.03
4694,0.09,0.03
4695,0.10,0.03
4696,0.13,0.04
4697,0.15,0.03
4698,0.18,0.03
4699,0.18,0.03
4700,0.16,0.03
4701,0.13,0.03
4702,0.08,0.02
4703,0.00,0.02
4704,0.00,0.02
4705,0.00,0.02
4706,0.00,0.03
4707,0.00,0.02
4708,0.00,0.03
4709,0.01,0.03
4710,0.00,0.02
4711,0.00,0.02
4712,0.00,0.02
4713,0.00,0.03
4714,0.00,0.03
4715,0.00,0.03
4716,0.00,0.03
4717,0.00,0.02
4718,0.00,0.03
4719,0.01,0.03
4720,0.03,0.03
4721,0.05,0.04
4722,0.03,0.03
4723,0.03,0.03
4724,0.01,0.04
4725,0.00,0.03
4726,0.01,0.03
4727,0.04,0.03
4728,0.04,0.03
4729,0.06,0.03
4730,0.06,0.03
4731,0.06,0.03
4732,0.04,0.03
4733,0.00,0.02
4734,0.00,0.02
4735,0.00,0.02
4736,0.00,0.03
4737,0.00,0.03
4738,0.00,0.03
4739,0.00,0.02
4740,0.00,0.03
4741,0.00,0.02
4742,0.01,0.03
4743,0.08,0.03
4744,0.15,0.04
4745,0.20,0.03
4746,0.23,0.04
4747,0.23,0.03
4748,0.26,0.03
4749,0.31,0.03
4750,0.33,0.04
4751,0.36,0.03
4752,0.36,0.03
4753,0.33,0.03
4754,0.36,0.03
4755,0.36,0.03
4756,0.33,0.03
4757,0.25,0.03
4758,0.18,0.02
4759,0.08,0.02
4760,0.00,0.02
4761,0.00,0.03
4762,0.05,0.04
4763,0.10,0.04
4764,0.15,0.03
4765,0.16,0.04
4766,0.16,0.03
4767,0.16,0.03
4768,0.19,0.02
4769,0.23,0.04
4770,0.28,0.04
4771,0.36,0.03
4772,0.36,0.03
4773,0.39,0.02
4774,0.36,0.03
4775,0.28,0.02
4776,0.23,0.03
4777,0.18,0.02
4778,0.15,0.03
4779,0.13,0.03
4780,0.13,0.03
4781,0.10,0.02
4782,0.12,0.03
4783,0.10,0.03
4784,0.13,0.03
4785,0.09,0.02
4786,0.08,0.03
4787,0.05,0.03
4788,0.04,0.03
4789,0.00,0.02
4790,0.00,0.03
4791,0.00,0.03
4792,0.04,0.04
4793,0.08,0.03
4794,0.11,0.04
4795,0.14,0.03
4796,0.13,0.03
4797,0.10,0.03
4798,0.07,0.02
4799,0.05,0.03
4800,0.03,0.02
4801,0.00,0.02
4802,0.00,0.02
4803,0.00,0.02
4804,0.00,0.03
4805,0.03,0.03
4806,0.09,0.03
4807,0.15,0.04
4808,0.16,0.03
4809,0.18,0.03
4810,0.21,0.03
4811,0.25,0.03
4812,0.25,0.03
4813,0.23,0.03
4814,0.20,0.02
4815,0.15,0.02
4816,0.06,0.02
4817,0.00,0.02
4818,0.00,0.02
4819,0.05,0.04
4820,0.10,0.04
4821,0.20,0.04
4822,0.15,0.04
4823,0.31,0.04
4824,0.36,0.04
4825,0.41,0.04
4826,0.41,0.04
4827,0.39,0.03
4828,0.39,0.02
4829,0.25,0.03
4830,0.15,0.02
4831,0.09,0.02
4832,0.04,0.02
4833,0.00,0.02
4834,0.00,0.02
4835,0.00,0.03
4836,0.00,0.02
4837,0.02,0.03
4838,0.00,0.02
4839,0.00,0.03
4840,0.00,0.03
4841,0.00,0.02
4842,0.00,0.03
4843,0.00,0.02
4844,0.00,0.03
4845,0.00,0.02
4846,0.00,0.02
4847,0.00,0.02
4848,0.00,0.02
4849,0.00,0.02
4850,0.00,0.04
4851,0.02,0.04
4852,0.06,0.04
4853,0.10,0.03
4854,0.08,0.02
4855,0.03,0.03
4856,0.00,0.02
4857,0.00,0.03
4858,0.04,0.04
4859,0.08,0.03
4860,0.09,0.03
4861,0.08,0.03
4862,0.08,0.03
4863,0.10,0.04
4864,0.10,0.04
4865,0.08,0.02
4866,0.07,0.03
4867,0.05,0.02
4868,0.05,0.03
4869,0.02,0.02
4870,0.00,0.02
4871,0.00,0.02
4872,0.00,0.02
4873,0.00,0.02
4874,0.00,0.03
4875,0.03,0.03
4876,0.05,0.03
4877,0.03,0.03
4878,0.05,0.03
4879,0.05,0.03
4880,0.08,0.03
4881,0.08,0.03
4882,0.06,0.03
4883,0.05,0.02
4884,0.02,0.03
4885,0.00,0.02
4886,0.00,0.03
4887,0.02,0.04
4888,0.07,0.04
4889,0.09,0.03
4890,0.10,0.04
4891,0.09,0.03
4892,0.05,0.03
4893,0.02,0.03
4894,0.02,0.03
4895,0.01,0.03
4896,0.00,0.02
4897,0.00,0.02
4898,0.00,0.02
4899,0.00,0.03
4900,0.00,0.03
4901,0.01,0.04
4902,0.03,0.03
4903,0.00,0.02
4904,0.00,0.03
4905,0.10,0.04
4906,0.21,0.04
4907,0.33,0.04
4908,0.41,0.04
4909,0.41,0.03
4910,0.39,0.02
4911,0.31,0.02
4912,0.23,0.02
4913,0.15,0.02
4914,0.05,0.02
4915,0.00,0.01
4916,0.03,0.03
4917,0.12,0.04
4918,0.25,0.04
4919,0.31,0.04
4920,0.40,0.04
4921,0.41,0.04
4922,0.42,0.03
4923,0.42,0.04
4924,0.44,0.04
4925,0.41,0.03
4926,0.39,0.02
4927,0.20,0.02
4928,0.09,0.02
4929,0.01,0.02
4930,0.00,0.02
4931,0.00,0.02
4932,0.00,0.03
4933,0.00,0.02
4934,0.00,0.03
4935,0.00,0.02
4936,0.00,0.03
4937,0.00,0.03
4938,0.00,0.03
4939,0.00,0.02
4940,0.00,0.03
4941,0.00,0.02
4942,0.00,0.03
4943,0.01,0.03
4944,0.00,0.02
4945,0.01,0.03
4946,0.00,0.02
4947,0.01,0.03
4948,0.02,0.03
4949,0.00,0.02
4950,0.00,0.03
4951,0.00,0.02
4952,0.00,0.03
4953,0.00,0.03
4954,0.00,0.03
4955,0.00,0.03
4956,0.01,0.04
4957,0.02,0.03
4958,0.02,0.03
4959,0.02,0.03
4960,0.01,0.02
4961,0.00,0.03
4962,0.00,0.02
4963,0.00,0.02
4964,0.00,0.03
4965,0.00,0.02
4966,0.00,0.03
4967,0.00,0.03
4968,0.00,0.03
4969,0.00,0.03
4970,0.01,0.04
4971,0.03,0.03
4972,0.04,0.02
4973,0.04,0.03
4974,0.05,0.03
4975,0.04,0.02
4976,0.02,0.03
4977,0.00,0.02
4978,0.00,0.03
4979,0.00,0.02
4980,0.00,0.03
4981,0.00,0.02
4982,0.00,0.03
4983,0.00,0.02
4984,0.00,0.03
4985,0.00,0.03
4986,0.01,0.04
4987,0.04,0.03
4988,0.08,0.03
4989,0.15,0.04
4990,0.16,0.04
4991,0.15,0.03
4992,0.15,0.03
4993,0.13,0.04
4994,0.13,0.03
4995,0.16,0.03
4996,0.20,0.04
4997,0.20,0.03
4998,0.19,0.02
4999,0.15,0.03
5000,0.10,0.02
5001,0.04,0.02
5002,0.00,0.02
5003,0.00,0.02
5004,0.01,0.03
5005,0.03,0.02
5006,0.06,0.03
5007,0.07,0.03
5008,0.06,0.02
5009,0.04,0.02
5010,0.00,0.02
5011,0.00,0.02
5012,0.00,0.03
5013,0.01,0.03
5014,0.04,0.03
5015,0.08,0.03
5016,0.13,0.04
5017,0.18,0.04
5018,0.22,0.04
5019,0.16,0.02
5020,0.31,0.03
5021,0.36,0.03
5022,0.31,0.04
5023,0.30,0.03
5024,0.26,0.03
5025,0.25,0.03
5026,0.18,0.02
5027,0.13,0.03
5028,0.09,0.02
5029,0.08,0.03
5030,0.06,0.03
5031,0.05,0.03
5032,0.03,0.02
5033,0.01,0.03
5034,0.00,0.03
5035,0.00,0.02
5036,0.00,0.03
5037,0.00,0.02
5038,0.00,0.03
5039,0.00,0.03
5040,0.00,0.03
5041,0.00,0.02
5042,0.00,0.03
5043,0.00,0.02
5044,0.02,0.04
5045,0.04,0.03
5046,0.05,0.03
5047,0.05,0.02
5048,0.09,0.03
5049,0.13,0.03
5050,0.15,0.03
5051,0.15,0.03
5052,0.14,0.03
5053,0.13,0.03
5054,0.10,0.03
5055,0.05,0.02
5056,0.01,0.03
5057,0.00,0.02
5058,0.00,0.03
5059,0.00,0.03
5060,0.02,0.04
5061,0.03,0.03
5062,0.04,0.03
5063,0.05,0.03
5064,0.10,0.04
5065,0.13,0.04
5066,0.13,0.03
5067,0.13,0.03
5068,0.10,0.03
5069,0.13,0.03
5070,0.10,0.03
5071,0.05,0.02
5072,0.00,0.02
5073,0.00,0.02
5074,0.00,0.02
5075,0.00,0.02
5076,0.00,0.02
5077,0.00,0.02
5078,0.00,0.03
5079,0.00,0.03
5080,0.00,0.03
5081,0.00,0.03
5082,0.00,0.03
5083,0.00,0.03
5084,0.00,0.03
5085,0.00,0.03
5086,0.00,0.03
5087,0.00,0.03
5088,0.00,0.03
5089,0.03,0.04
5090,0.11,0.05
5091,0.13,0.03
5092,0.11,0.03
5093,0.10,0.03
5094,0.09,0.02
5095,0.10,0.03
5096,0.10,0.03
5097,0.10,0.03
5098,0.13,0.03
5099,0.14,0.03
5100,0.13,0.03
5101,0.09,0.02
5102,0.05,0.03
5103,0.00,0.02
5104,0.00,0.02
5105,0.05,0.04
5106,0.10,0.04
5107,0.11,0.03
5108,0.11,0.03
5109,0.10,0.03
5110,0.10,0.02
5111,0.11,0.03
5112,0.11,0.03
5113,0.13,0.02
5114,0.13,0.04
5115,0.13,0.03
5116,0.11,0.03
5117,0.10,0.02
5118,0.08,0.03
5119,0.05,0.03
5120,0.00,0.02
5121,0.00,0.02
5122,0.00,0.03
5123,0.00,0.03
5124,0.00,0.03
5125,0.00,0.03
5126,0.00,0.03
5127,0.00,0.03
5128,0.00,0.03
5129,0.00,0.03
5130,0.01,0.04
5131,0.03,0.03
5132,0.05,0.03
5133,0.08,0.03
5134,0.13,0.03
5135,0.13,0.03
5136,0.10,0.02
5137,0.07,0.02
5138,0.05,0.03
5139,0.03,0.02
5140,0.02,0.03
5141,0.00,0.02
5142,0.00,0.02
5143,0.00,0.02
5144,0.00,0.03
5145,0.00,0.02
5146,0.00,0.03
5147,0.00,0.02
5148,0.00,0.03
5149,0.01,0.03
5150,0.05,0.04
5151,0.11,0.04
5152,0.16,0.03
5153,0.15,0.03
5154,0.14,0.03
5155,0.11,0.03
5156,0.06,0.03
5157,0.01,0.03
5158,0.00,0.02
5159,0.00,0.03
5160,0.03,0.03
5161,0.06,0.04
5162,0.11,0.04
5163,0.16,0.03
5164,0.21,0.04
5165,0.20,0.03
5166,0.20,0.03
5167,0.18,0.02
5168,0.15,0.03
5169,0.13,0.03
5170,0.09,0.02
5171,0.05,0.03
5172,0.02,0.02
5173,0.00,0.02
5174,0.00,0.02
5175,0.00,0.02
5176,0.00,0.02
5177,0.00,0.02
5178,0.00,0.03
5179,0.04,0.03
5180,0.06,0.03
5181,0.08,0.03
5182,0.10,0.04
5183,0.10,0.04
5184,0.10,0.03
5185,0.08,0.02
5186,0.05,0.03
5187,0.00,0.02
5188,0.00,0.03
5189,0.00,0.02
5190,0.00,0.03
5191,0.00,0.03
5192,0.00,0.03
5193,0.00,0.03
5194,0.00,0.03
5195,0.00,0.03
5196,0.00,0.03
5197,0.03,0.03
5198,0.05,0.04
5199,0.05,0.03
5200,0.05,0.03
5201,0.01,0.02
5202,0.00,0.02
5203,0.00,0.03
5204,0.00,0.03
5205,0.02,0.03
5206,0.04,0.03
5207,0.11,0.03
5208,0.25,0.05
5209,0.41,0.05
5210,0.57,0.04
5211,0.62,0.03
5212,0.62,0.03
5213,0.52,0.02
5214,0.46,0.03
5215,0.36,0.01
5216,0.23,0.02
5217,0.11,0.02
5218,0.00,0.01
5219,0.00,0.03
5220,0.09,0.04
5221,0.15,0.04
5222,0.20,0.04
5223,0.25,0.04
5224,0.31,0.04
5225,0.41,0.04
5226,0.42,0.04
5227,0.41,0.03
5228,0.41,0.03
5229,0.41,0.02
5230,0.25,0.03
5231,0.25,0.02
5232,0.20,0.02
5233,0.16,0.02
5234,0.09,0.02
5235,0.03,0.02
5236,0.00,0.02
5237,0.00,0.02
5238,0.00,0.02
5239,0.00,0.02
5240,0.00,0.03
5241,0.00,0.02
5242,0.00,0.03
5243,0.00,0.03
5244,0.01,0.03
5245,0.01,0.02
5246,0.00,0.03
5247,0.00,0.02
5248,0.00,0.02
5249,0.00,0.02
5250,0.00,0.03
5251,0.00,0.02
5252,0.00,0.03
5253,0.00,0.03
5254,0.00,0.03
5255,0.00,0.03
5256,0.00,0.03
5257,0.00,0.02
5258,0.02,0.05
5259,0.00,0.02
5260,0.00,0.02
5261,0.00,0.03
5262,0.00,0.03
5263,0.03,0.03
5264,0.03,0.03
5265,0.04,0.03
5266,0.05,0.03
5267,0.06,0.04
5268,0.08,0.03
5269,0.08,0.03
5270,0.08,0.03
5271,0.09,0.03
5272,0.10,0.03
5273,0.09,0.02
5274,0.08,0.03
5275,0.05,0.03
5276,0.04,0.03
5277,0.01,0.02
5278,0.00,0.02
5279,0.00,0.02
5280,0.00,0.02
5281,0.00,0.03
5282,0.00,0.03
5283,0.00,0.02
5284,0.00,0.03
5285,0.00,0.02
5286,0.00,0.03
5287,0.00,0.02
5288,0.00,0.03
5289,0.00,0.03
5290,0.00,0.03
5291,0.00,0.03
5292,0.00,0.03
5293,0.00,0.03
5294,0.00,0.03
5295,0.00,0.02
5296,0.00,0.03
5297,0.00,0.03
5298,0.00,0.03
5299,0.01,0.03
5300,0.05,0.03
5301,0.10,0.04
5302,0.13,0.04
5303,0.13,0.03
5304,0.10,0.02
5305,0.09,0.03
5306,0.08,0.02
5307,0.06,0.03
5308,0.03,0.02
5309,0.00,0.02
5310,0.00,0.02
5311,0.00,0.02
5312,0.00,0.03
5313,0.00,0.02
5314,0.00,0.03
5315,0.00,0.03
5316,0.04,0.04
5317,0.06,0.04
5318,0.08,0.03
5319,0.08,0.02
5320,0.06,0.04
5321,0.04,0.03
5322,0.01,0.02
5323,0.00,0.02
5324,0.00,0.03
5325,0.00,0.02
5326,0.00,0.03
5327,0.00,0.03
5328,0.02,0.03
5329,0.04,0.03
5330,0.07,0.04
5331,0.08,0.03
5332,0.10,0.04
5333,0.15,0.03
5334,0.20,0.04
5335,0.25,0.04
5336,0.26,0.03
5337,0.25,0.03
5338,0.19,0.02
5339,0.13,0.02
5340,0.05,0.02
5341,0.00,0.02
5342,0.00,0.02
5343,0.05,0.04
5344,0.06,0.03
5345,0.07,0.02
5346,0.05,0.03
5347,0.08,0.02
5348,0.09,0.03
5349,0.13,0.03
5350,0.13,0.04
5351,0.18,0.04
5352,0.20,0.03
5353,0.15,0.02
5354,0.09,0.02
5355,0.06,0.03
5356,0.02,0.03
5357,0.00,0.02
5358,0.00,0.03
5359,0.01,0.04
5360,0.02,0.03
5361,0.09,0.03
5362,0.14,0.04
5363,0.15,0.03
5364,0.12,0.03
5365,0.10,0.03
5366,0.08,0.02
5367,0.06,0.03
5368,0.02,0.02
5369,0.00,0.02
5370,0.00,0.02
5371,0.00,0.03
5372,0.01,0.03
5373,0.02,0.03
5374,0.07,0.03
5375,0.10,0.03
5376,0.11,0.03
5377,0.13,0.03
5378,0.13,0.03
5379,0.08,0.02
5380,0.05,0.03
5381,0.04,0.02
5382,0.01,0.02
5383,0.00,0.03
5384,0.00,0.02
5385,0.00,0.03
5386,0.00,0.03
5387,0.00,0.02
5388,0.00,0.03
5389,0.00,0.03
5390,0.00,0.03
5391,0.00,0.03
5392,0.00,0.03
5393,0.00,0.03
5394,0.00,0.03
5395,0.00,0.03
5396,0.00,0.03
5397,0.00,0.03
5398,0.00,0.03
5399,0.00,0.02
5400,0.00,0.03
5401,0.00,0.03
5402,0.00,0.03
5403,0.00,0.03
5404,0.00,0.03
5405,0.00,0.02
5406,0.00,0.03
5407,0.00,0.02
5408,0.00,0.03
5409,0.00,0.02
5410,0.00,0.03
5411,0.00,0.02
5412,0.01,0.04
5413,0.03,0.03
5414,0.05,0.03
5415,0.04,0.02
5416,0.01,0.03
5417,0.00,0.02
5418,0.00,0.03
5419,0.00,0.02
5420,0.00,0.03
5421,0.00,0.03
5422,0.04,0.04
5423,0.08,0.04
5424,0.10,0.04
5425,0.08,0.02
5426,0.04,0.03
5427,0.00,0.02
5428,0.00,0.02
5429,0.00,0.03
5430,0.00,0.03
5431,0.00,0.03
5432,0.00,0.03
5433,0.00,0.03
5434,0.00,0.03
5435,0.00,0.03
5436,0.00,0.03
5437,0.01,0.03
5438,0.04,0.04
5439,0.05,0.03
5440,0.04,0.02
5441,0.01,0.03
5442,0.00,0.02
5443,0.00,0.02
5444,0.00,0.02
5445,0.00,0.03
5446,0.00,0.03
5447,0.00,0.02
5448,0.00,0.03
5449,0.00,0.02
5450,0.00,0.03
5451,0.00,0.03
5452,0.00,0.03
5453,0.00,0.03
5454,0.01,0.04
5455,0.01,0.03
5456,0.00,0.02
5457,0.00,0.03
5458,0.00,0.03
5459,0.00,0.03
5460,0.00,0.03
5461,0.00,0.03
5462,0.00,0.03
5463,0.00,0.03
5464,0.00,0.03
5465,0.00,0.03
5466,0.00,0.03
5467,0.00,0.03
5468,0.00,0.03
5469,0.00,0.03
5470,0.00,0.03
5471,0.00,0.02
5472,0.00,0.03
5473,0.00,0.02
5474,0.00,0.02
5475,0.00,0.02
5476,0.00,0.03
5477,0.00,0.02
5478,0.00,0.03
5479,0.00,0.02
5480,0.00,0.03
5481,0.00,0.02
5482,0.00,0.03
5483,0.00,0.03
5484,0.00,0.03
5485,0.02,0.03
5486,0.03,0.03
5487,0.05,0.03
5488,0.02,0.03
5489,0.01,0.03
5490,0.00,0.02
5491,0.00,0.03
5492,0.00,0.02
5493,0.00,0.03
5494,0.01,0.04
5495,0.05,0.04
5496,0.10,0.04
5497,0.13,0.04
5498,0.18,0.03
5499,0.11,0.02
5500,0.00,0.02
5501,0.16,0.04
5502,0.30,0.04
5503,0.31,0.03
5504,0.26,0.03
5505,0.21,0.02
5506,0.15,0.03
5507,0.08,0.02
5508,0.04,0.02
5509,0.00,0.02
5510,0.00,0.02
5511,0.02,0.04
5512,0.09,0.03
5513,0.15,0.03
5514,0.20,0.04
5515,0.20,0.03
5516,0.15,0.02
5517,0.08,0.02
5518,0.00,0.02
5519,0.06,0.04
5520,0.13,0.03
5521,0.13,0.03
5522,0.09,0.03
5523,0.05,0.03
5524,0.00,0.02
5525,0.00,0.03
5526,0.00,0.02
5527,0.00,0.03
5528,0.00,0.03
5529,0.04,0.03
5530,0.08,0.04
5531,0.11,0.04
5532,0.15,0.03
5533,0.13,0.03
5534,0.10,0.03
5535,0.10,0.03
5536,0.10,0.03
5537,0.06,0.02
5538,0.05,0.03
5539,0.02,0.02
5540,0.00,0.02
5541,0.00,0.02
5542,0.00,0.03
5543,0.00,0.02
5544,0.00,0.02
5545,0.00,0.02
5546,0.00,0.03
5547,0.00,0.02
5548,0.00,0.03
5549,0.00,0.02
5550,0.00,0.03
5551,0.00,0.02
5552,0.00,0.03
5553,0.00,0.03
5554,0.00,0.03
5555,0.00,0.03
5556,0.00,0.03
5557,0.00,0.03
5558,0.00,0.03
5559,0.00,0.03
5560,0.00,0.03
5561,0.00,0.03
5562,0.01,0.03
5563,0.05,0.03
5564,0.07,0.04
5565,0.07,0.03
5566,0.06,0.02
5567,0.05,0.03
5568,0.01,0.02
5569,0.00,0.03
5570,0.00,0.02
5571,0.00,0.03
5572,0.05,0.04
5573,0.13,0.04
5574,0.15,0.03
5575,0.15,0.03
5576,0.10,0.02
5577,0.03,0.02
5578,0.00,0.02
5579,0.00,0.02
5580,0.00,0.03
5581,0.00,0.02
5582,0.00,0.03
5583,0.02,0.03
5584,0.04,0.03
5585,0.08,0.03
5586,0.11,0.04
5587,0.12,0.03
5588,0.14,0.03
5589,0.15,0.03
5590,0.13,0.03
5591,0.05,0.03
5592,0.00,0.02
5593,0.00,0.02
5594,0.00,0.03
5595,0.00,0.02
5596,0.00,0.03
5597,0.00,0.03
5598,0.00,0.03
5599,0.00,0.03
5600,0.00,0.03
5601,0.00,0.03
5602,0.00,0.03
5603,0.00,0.03
5604,0.00,0.03
5605,0.00,0.03
5606,0.00,0.03
5607,0.00,0.02
5608,0.00,0.03
5609,0.00,0.02
5610,0.00,0.03
5611,0.00,0.02
5612,0.00,0.03
5613,0.00,0.02
5614,0.00,0.03
5615,0.00,0.02
5616,0.00,0.03
5617,0.00,0.02
5618,0.00,0.03
5619,0.00,0.02
5620,0.00,0.03
5621,0.00,0.02
5622,0.00,0.03
5623,0.00,0.03
5624,0.05,0.04
5625,0.10,0.04
5626,0.15,0.04
5627,0.18,0.04
5628,0.16,0.03
5629,0.14,0.02
5630,0.11,0.03
5631,0.09,0.03
5632,0.06,0.03
5633,0.00,0.02
5634,0.00,0.02
5635,0.00,0.02
5636,0.00,0.03
5637,0.02,0.03
5638,0.05,0.03
5639,0.09,0.03
5640,0.12,0.03
5641,0.13,0.03
5642,0.13,0.02
5643,0.10,0.03
5644,0.08,0.02
5645,0.04,0.03
5646,0.01,0.03
5647,0.00,0.02
5648,0.00,0.02
5649,0.00,0.03
5650,0.00,0.03
5651,0.01,0.03
5652,0.04,0.03
5653,0.02,0.03
5654,0.00,0.02
5655,0.01,0.03
5656,0.10,0.04
5657,0.07,0.03
5658,0.07,0.03
5659,0.04,0.02
5660,0.00,0.03
5661,0.00,0.02
5662,0.00,0.02
5663,0.00,0.02
5664,0.00,0.03
5665,0.00,0.03
5666,0.01,0.04
5667,0.00,0.02
5668,0.00,0.02
5669,0.00,0.02
5670,0.00,0.02
5671,0.02,0.05
5672,0.01,0.03
5673,0.08,0.03
5674,0.13,0.04
5675,0.15,0.03
5676,0.16,0.03
5677,0.13,0.02
5678,0.04,0.02
5679,0.00,0.02
5680,0.01,0.03
5681,0.09,0.03
5682,0.12,0.04
5683,0.15,0.03
5684,0.25,0.04
5685,0.25,0.03
5686,0.22,0.03
5687,0.18,0.02
5688,0.25,0.04
5689,0.21,0.02
5690,0.16,0.04
5691,0.14,0.02
5692,0.11,0.03
5693,0.10,0.03
5694,0.02,0.02
5695,0.00,0.02
5696,0.00,0.03
5697,0.00,0.02
5698,0.00,0.03
5699,0.00,0.02
5700,0.00,0.03
5701,0.00,0.02
5702,0.00,0.03
5703,0.00,0.03
5704,0.00,0.03
5705,0.00,0.03
5706,0.00,0.03
5707,0.00,0.02
5708,0.00,0.03
5709,0.00,0.02
5710,0.00,0.03
5711,0.00,0.02
5712,0.00,0.03
5713,0.00,0.02
5714,0.00,0.03
5715,0.00,0.03
